0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3.5798972546853047,1.8784129199013222,0.8214779394758737,1.8610578648183584,3.8161958018652427,4.789354313795946,2.175883361958926,4.299269216276305,0.497176373771267,0.21147881225266674,3.119208073074446,1.6346317374604602,0.11134680973088174,3.7339441836367455,2.3980079869363675,1.3172393398567395,2.9900090641405033,0.9503462438578947,3.656509285105401,1.9809271537079731
3.4266948918575495,0.6783990375155191,2.730208342989245,2.187474757028563,1.9455316372044544,0.6211430058472389,4.851393214227017,3.4926167317194263,1.6693504389754699,0.9881726432549992,0.7921214301224316,3.460713521311107,2.7291839986106146,3.1307705377699557,3.9225184361353875,2.720937945272443,0.8821474946919217,3.1141359417952157,1.854027445074764,1.5373832785441728
3.149998661464527,4.106011367521383,3.303709773480836,0.9126297703572844,4.834053313506659,2.572062226729752,4.8283199249538065,1.1255518610651811,1.5166001309526127,0.9368733457653311,0.2619516018211937,1.2887804375895373,1.2193610570119462,0.2734016043761395,2.0652377750888506,2.125644155278714,0.06715023818745447,3.5170424228900696,2.970564274338292,1.764841861050202
2.3004039041174416,2.55102614922348,3.5839622153514528,1.729545445757172,0.6120383223345888,3.811415131631843,2.5743529841111408,1.2992496949486543,4.364632122855133,3.84009375052604,1.7748527604220783,4.046802914569529,4.166306139296444,2.616756727969159,1.993520076994385,1.4022943167417201,4.798754706928873,2.329344777719032,2.612073904077093,3.959345521658113
2.7613152691690104,1.0990507342187268,4.367212778064054,3.434126317442179,4.926013678744897,0.4588011154669164,4.182717078203645,0.19100014998955195,1.9262823712865151,2.2836741515861068,4.003961310102895,0.36144706909946867,1.0367518352198228,2.1897333080502617,1.1795249556878011,4.704978555850211,2.1695653074615997,3.924557415176309,0.7662691474135019,3.378995048844371
2.7158257487057513,3.4946593126422925,3.5500296078015654,0.34675214739735727,4.694377939292112,2.562534256221815,2.0924446509518697,1.3662648722790482,3.719689360689731,1.6809287189461646,4.850088017671338,3.060368009400784,1.4310332821011162,2.0791861274629655,1.1778270726870992,3.9802312685843626,4.9847163714316505,3.1215886902045957,4.522552464390375,3.212111903418154
2.323268487639192,1.4050205291424567,3.391019602367082,1.2729566119644042,0.6500888339740629,1.4317863822348842,3.844834555289633,0.2909555272527564,0.5906924921707701,4.895102186122687,3.1846367071496573,2.407097689566879,1.6090114792094545,2.647202574835714,0.8747246649253254,0.8895067054831907,3.823648280885965,3.4799531137363586,1.3364487662245432,4.906689141593285
1.6032125253656893,1.6733121787526235,3.942548640487745,4.495005354957014,4.0305948676887,2.2401935511437694,3.298417370093612,4.863053664372886,1.2445176769284099,0.592292049230842,0.6651718344791596,2.6486519111793734,2.076566124711701,0.9655524058313031,1.5381192825624512,4.665886834856525,0.1815934690355192,4.223877211288768,1.0581834657271494,2.3992553989965226
3.706284408960708,0.9817154067619466,1.9482649464150463,1.1749450943183937,4.2037851476405965,3.758560745056399,0.866835930667324,0.33473028732797727,3.24820161980333,3.142521897327523,4.905574866009341,3.22852150536375,0.3603557876720298,3.8608812053777415,3.786814880557678,4.247255667208952,3.7465087571417532,2.958149231917322,4.393031531763481,2.7357832692601747
4.5894619747762295,2.7960087593455443,2.0634446183210633,0.2775402977353969,1.3184989792690238,1.4407204834614888,2.874803442415498,4.278897348584817,4.586156759780998,1.6780900225134658,3.3781568679344436,0.0939833763962028,1.377555672641203,4.8751181668654215,3.4124464284338822,0.5923496444937437,1.6520968112391503,4.127182308661802,2.996044641409947,3.221176901620541
3.9726648798601296,1.7393881093459373,3.672152470869958,2.365330492886351,3.5688236447213133,1.8452299454278431,0.17805559220082146,1.390953757254283,4.085119295694698,3.8755331510625264,3.017577274381304,1.3988416402991448,1.5405393877435354,2.4738611346696606,3.144220013803205,4.830140601735355,2.358456326135191,2.703361915346507,1.0566136587254777,3.4232747450156276
4.627304962661495,0.5194568449433418,2.4752206097718137,2.6269698077429915,0.12256049626733045,1.1511037273947966,4.332953389946673,1.7554431952637783,4.568720434792869,0.3838152951450674,1.1555587346409735,3.434400226926559,0.892672438661708,3.4697380822226127,2.192761282820941,0.4451176753291147,0.7366727954748803,1.3166097228220386,1.716230846092281,4.345678207211942
3.5140481451489256,0.8010469309218077,3.753997088514697,2.210542544091045,0.20770084056889904,0.4019233966339242,1.8655756200827422,0.6493876286185718,0.3860613910300198,3.9575893984799797,1.5667178923500962,3.3409148202725083,1.218650728126912,0.557968556403175,2.2429327894712885,1.3280111980208276,1.0791244759236855,4.962087315166757,1.5122522754375174,0.3251784998521168
0.01841808912110443,0.7261622069379692,2.671619550053279,2.16967545263425,1.8009074909602103,0.7720159078997657,3.0676217991439128,0.17589436567145067,3.522069534851482,0.6312062287146852,1.4696405051754806,3.0651568887819067,3.3045963324620944,4.603653583610115,2.364056493161329,4.448487055664596,4.411942852350133,0.6137982779289464,2.0328490146115703,1.2068415063829945
3.7979871899891893,4.054672546168286,2.520051814721186,1.5607487728221097,3.930187790128307,2.6653015952649572,1.6758616487907108,0.5210191950596377,2.0387698452788627,2.7197901066729617,2.6212362729740644,2.342207111562212,0.2556026027540459,2.9564985915714574,0.5414875502548616,2.088104101365087,0.6998384671068758,0.21877451326109076,3.015823695614043,0.373366168445593
1.9651629900067458,4.855833072552959,2.881721339335373,3.0999670855789354,2.950742724909855,4.567913043543166,0.662188445929881,1.6574905669696416,0.9431825226661422,1.5396602864693514,3.4429891386113605,0.4838093558355444,3.092413893642357,2.8159940073863154,0.7747532167064458,1.6587196893506477,1.660856378056796,2.467758803409927,1.6501742896831118,3.2767579429975537
3.0051780110546966,4.1966643327308715,2.6500829336354443,3.235626878825837,4.5467923161641055,2.7548286675056497,2.020090716190662,1.439468407582969,1.4942755394375178,3.0929910238592084,4.5083926505283225,1.9227711056143193,4.969410583221446,2.2893624256404577,1.5847501775660118,1.9739756580982086,4.67485864715922,1.2792876595844327,3.5184443993677745,0.3003975231250705
1.7056806201130654,1.8293581649731032,2.663132690878575,0.9206209998681653,0.11564869476972217,1.1328174497199899,2.156674032288106,1.907986135290164,4.241498678962136,3.9409515474892616,0.12587316166209894,1.44106717502396,2.637417093629817,3.343554304698505,0.9574112157363207,4.023246578391974,2.151357203625512,4.2680093637611165,2.882178212265081,0.1885246951750802
1.505511697474362,4.612999083779376,4.540343278518787,2.939684463169741,4.691329910368854,3.3774859032812077,1.210034418424235,1.6730896449341193,1.0990720541732406,1.2181828943169937,4.507059667332552,4.611924139870303,0.6579140779160503,4.585595196388995,2.6059069524534535,1.2007449625722555,4.862791444017052,1.6009158635813163,2.303474174066329,2.1207104796263017
0.12308105501719901,4.810266858720787,1.6763932609976813,3.747899183449959,3.9144484071779417,3.0965925050359333,2.1561459650556394,2.1880857380077776,0.5139383029439648,2.900679648476663,4.360898533115255,2.617173792606964,4.731084914511138,1.1212114780532056,3.8160454643367854,2.9006712688089396,2.295764649471581,0.7757310326302419,2.6481644169343985,0.7107299046320675
