day,x,y,temperature,humidity,co2,solar_radiation
1,1,1,0.09091057938781733,0.6032848348772891,0.03423135282722121,159.81637978068892
1,1,2,4.063245225799672,0.792209853480528,0.030778596573644994,170.00860833120225
1,1,3,0.1577508665605476,0.6632982392700089,0.03847153358931665,131.2024562608746
1,1,4,2.805897932442827,0.6038287498588695,0.03650173812130147,105.89543253417867
1,1,5,4.147567626600128,0.6098701931865503,0.03415477452164309,198.33967532307398
1,1,6,0.653333841355595,0.7594959840266413,0.031033434520638923,164.80144137310833
1,1,7,4.8234782263070395,0.6287252761121219,0.03273995177000784,148.91927968268106
1,1,8,0.6926535893272068,0.6140858524806952,0.03769378821359935,107.65097055124245
1,1,9,1.5416773960575454,0.7745225294990344,0.03635211845142769,114.9901846380481
1,1,10,1.4313875473251065,0.6498208533392696,0.033070541582279143,171.84342603860796
1,1,11,2.595848988346321,0.7193509727289256,0.03973693598026955,177.40191058858645
1,1,12,3.8622150474620742,0.6717316873293596,0.032565642006146756,178.73194994830376
1,1,13,1.6176532403781745,0.6107421008850412,0.03380995452519878,105.79426165416099
1,1,14,2.5051081907680866,0.6668848812829441,0.03691226992916552,111.59450903028821
1,1,15,1.643891621688565,0.6909446830338217,0.0304987307516256,154.4423130766491
1,1,16,2.4546051091156733,0.6202619984391115,0.0344019811495663,185.58132453868402
1,1,17,3.1228106362952284,0.6041651151845828,0.03867227213805893,180.8838867162358
1,1,18,1.1379071233113018,0.7529087465825464,0.03421519038454221,124.33191068818988
1,1,19,3.0245706531845586,0.6977329363050925,0.03234441017417739,121.54280635766258
1,1,20,2.9336190132033098,0.6443173526141188,0.036171801982673696,105.87757240538616
1,2,1,2.1440497593747305,0.613979536574114,0.03119727249110151,146.53052798493385
1,2,2,1.7587954638708276,0.7044922325853047,0.03085840114948411,199.71149785000188
1,2,3,1.777124110049726,0.7060898097392574,0.03428676868540218,183.54907837955216
1,2,4,3.565046883099175,0.7307363924186318,0.03341473522651013,181.39722534784846
1,2,5,3.4317288747107364,0.7412809002988637,0.03485778285149588,145.5050717671578
1,2,6,4.092534099810197,0.7154464511602124,0.033833346305558495,136.25497122310054
1,2,7,3.147961563189971,0.7847352591745927,0.03694259886127247,157.3592008493118
1,2,8,2.93275357476559,0.6695304762515164,0.03129863502349081,115.37708650755263
1,2,9,3.117526398987418,0.6956454051063922,0.03931064135045295,106.57657166660294
1,2,10,2.820255109979998,0.6047815726727893,0.03084847174918707,199.50865960746313
1,2,11,1.7371790035821144,0.7017479644971546,0.03646127388845685,173.31716863824164
1,2,12,3.114576846830806,0.7258088051514979,0.03840665482055332,148.397295312909
1,2,13,4.419032892910765,0.7790378659309324,0.031370871317487635,118.53453705980644
1,2,14,0.14041553291927467,0.7928232578627824,0.03271301004262076,114.11482102716779
1,2,15,0.32913376315193865,0.7162179917145446,0.03867825321704836,128.39491159968185
1,2,16,4.996289498893496,0.6326191947058414,0.033361466698642636,127.80397906132866
1,2,17,3.3130066816976216,0.7624837855452113,0.03955201590575608,101.15767024049619
1,2,18,1.3546606046715282,0.7184018243023929,0.03028546578455934,195.93209262841984
1,2,19,4.420847237282788,0.6425965814877803,0.03241413059578413,116.12103132921729
1,2,20,3.2979434676680306,0.7836329818448469,0.037712910770148184,147.76423327530046
1,3,1,2.485759599118695,0.6060140445687673,0.03117360599641581,171.2680916405303
1,3,2,0.7258660169284786,0.7282458988964241,0.037798807231086355,198.05922534761527
1,3,3,3.4658984638849235,0.6786255631069054,0.035042690586276924,171.39518729362484
1,3,4,1.5606954006537892,0.677409684404253,0.03273213167289064,148.30396923617684
1,3,5,1.877888756825734,0.638691121190876,0.030736776372790802,144.44184927843042
1,3,6,3.304093033532963,0.6920148183290731,0.03931815376784302,133.35434867557777
1,3,7,2.604436631720942,0.7266551929490888,0.03255451680773954,125.80141441744152
1,3,8,4.019725965345086,0.7638090595310976,0.03699324662665087,168.11226756955568
1,3,9,4.964028127144864,0.7300214037212684,0.03840605654603371,170.52466605981976
1,3,10,2.4759037859353468,0.7218627826823298,0.03888964897190441,173.53207506445744
1,3,11,0.2447694366340708,0.7425455078302838,0.03297146524813813,124.7616447014425
1,3,12,3.4856237810696262,0.6739254266520146,0.03495304587671525,158.09823733421482
1,3,13,4.2839032224523255,0.7801300303851441,0.033572963434669235,155.1775450240769
1,3,14,1.429680049452025,0.7675987176878174,0.03224851481131488,180.2087041206866
1,3,15,2.971327567108557,0.6429187472523467,0.03687580465661526,198.7485339721248
1,3,16,1.6601395080431403,0.7457740559916914,0.03946392119596418,104.86690817961521
1,3,17,1.2623570178441286,0.6724292315381813,0.03921488380864611,154.8687522471488
1,3,18,0.8332219361797621,0.6920074785559716,0.03876426161227688,174.08735099754904
1,3,19,2.8502218742543315,0.6531869649244492,0.03737794986810685,130.1639039040668
1,3,20,2.331294568371716,0.7922185208615632,0.03355263305099181,188.47158879720104
1,4,1,1.8657765114295026,0.60002180072792,0.032446157667713575,148.65263808815894
1,4,2,2.948295906773757,0.6019447387625302,0.035223612619009775,159.52925270685293
1,4,3,3.050858899871356,0.7871556870703889,0.03709671765186153,195.04574046252685
1,4,4,4.9468539210771825,0.7487849211271035,0.030959411167535554,105.3879137993937
1,4,5,1.8783447106780349,0.6057685306017933,0.03913236928342589,162.4443788240851
1,4,6,0.4167321093167914,0.6616789303010807,0.034712700834985094,128.02123407369356
1,4,7,1.9197470868307747,0.7153738433378719,0.0390591216126724,121.30572515125188
1,4,8,3.3643670765964866,0.6869655438637217,0.034231744265914875,196.355362135063
1,4,9,3.411802836972371,0.6238748346046228,0.034288120173381516,154.5707878735993
1,4,10,0.9476343790641079,0.7768788255561939,0.032467271055691575,158.79247298568973
1,4,11,0.1842389284162943,0.6340610285725091,0.034464847628940136,169.73139541741864
1,4,12,2.0550994102144853,0.6491981479615898,0.03574934658513593,157.12028433247707
1,4,13,3.81036069570053,0.7240842259872006,0.03726043152582986,105.04085313854918
